DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 99.248 20 -45 -31 W- 1 80.4 95.1008 -4 -8 -50
W+ 1 80.4 158.774 18 135 14 W- 1 80.4 210.986 -41 -177 -71
b_quark 0 4.18 99.6367 -81 -55 18 b_quark 0 4.18 156.239 85 112 -68
b_quark 0 4.18 175.6 -148 83 45 b_quark 0 4.18 127.607 71 -101 32
b_quark 0 4.18 118.37 3 116 -23 b_quark 0 4.18 87.5584 -73 -48 4
W+ 1 80.4 205.003 145 -61 -104 W- 1 80.4 242.161 -113 72 185
b_quark 0 4.18 179.269 -84 -142 70 b_quark 0 4.18 186.79 90 58 -153
W+ 1 80.4 184.784 -149 -58 46 W- 1 80.4 239.044 198 107 5
W+ 1 80.4 199.843 142 -78 -85 W- 1 80.4 170.523 -137 49 38
W+ 1 80.4 185.575 -110 -85 -93 W- 1 80.4 194.25 58 167 -4
b_quark 0 4.18 52.2922 -46 -5 -24 b_quark 0 4.18 97.023 -8 44 86
b_quark 0 4.18 158.096 -104 105 56 b_quark 0 4.18 228.516 175 -144 -29
b_quark 0 4.18 241.304 147 -149 120 b_quark 0 4.18 345.953 -212 241 -129
W+ 1 80.4 205.4 115 -120 -90 W- 1 80.4 234.032 -101 195 -9
b_quark 0 4.18 121.764 -69 88 48 b_quark 0 4.18 95.9973 13 -95 2
b_quark 0 4.18 145.913 -101 104 -16 b_quark 0 4.18 223.867 187 -111 53
b_quark 0 4.18 173.446 -124 -109 53 b_quark 0 4.18 300.53 219 186 -88
b_quark 0 4.18 210.482 -117 110 -136 b_quark 0 4.18 240.409 147 -91 167
b_quark 0 4.18 139.483 57 50 -117 b_quark 0 4.18 49.4416 17 -43 17
b_quark 0 4.18 135.74 22 -130 -32 b_quark 0 4.18 142.529 -122 38 63
b_quark 0 4.18 102.188 77 64 -20 b_quark 0 4.18 141.984 -5 -121 -74
b_quark 0 4.18 133.295 110 75 -5 b_quark 0 4.18 184.517 -182 -29 -8
b_quark 0 4.18 95.3073 19 89 -28 b_quark 0 4.18 126.915 -85 -87 36
b_quark 0 4.18 120.754 38 112 24 b_quark 0 4.18 50.3038 31 -36 -16
W+ 1 80.4 121.693 -70 -23 54 W- 1 80.4 213.912 157 -22 -119
b_quark 0 4.18 124.046 -32 111 45 b_quark 0 4.18 188.824 22 -137 -128
b_quark 0 4.18 226.37 129 -131 -132 b_quark 0 4.18 273.447 -158 56 216
W+ 1 80.4 212.624 130 23 146 W- 1 80.4 303.724 -172 -110 -210
b_quark 0 4.18 152.379 101 -76 -85 b_quark 0 4.18 109.674 -11 21 107
b_quark 0 4.18 185.557 117 138 41 b_quark 0 4.18 290.058 -206 -204 8
b_quark 0 4.18 107.161 72 -39 -69 b_quark 0 4.18 133.935 -79 108 -4
W+ 1 80.4 187.118 -17 96 138 W- 1 80.4 234.796 -30 -26 -217
b_quark 0 4.18 71.144 -42 -24 52 b_quark 0 4.18 138.349 129 -39 -31
b_quark 0 4.18 183.561 -66 139 -100 b_quark 0 4.18 257.23 115 -187 134
W+ 1 80.4 175.608 -101 -117 22 W- 1 80.4 231.34 121 178 -27
W+ 1 80.4 157.49 -11 -133 23 W- 1 80.4 210.63 99 160 50
b_quark 0 4.18 210.149 -111 132 -120 b_quark 0 4.18 197.68 66 -180 48
b_quark 0 4.18 146.149 -22 -97 107 b_quark 0 4.18 177.222 13 114 -135
b_quark 0 4.18 118.471 21 11 116 b_quark 0 4.18 69.271 -34 -12 -59
b_quark 0 4.18 175.663 140 -62 86 b_quark 0 4.18 211.505 -132 133 -98
b_quark 0 4.18 172.573 -44 -102 -132 b_quark 0 4.18 249.035 102 189 126
W+ 1 80.4 113.217 23 40 -65 W- 1 80.4 106.884 -60 -36 -8
b_quark 0 4.18 95.218 43 12 84 b_quark 0 4.18 99.3905 1 32 -94
b_quark 0 4.18 151.682 -126 83 15 b_quark 0 4.18 191.38 148 -44 -113
W+ 1 80.4 200.088 125 -111 -75 W- 1 80.4 207.08 -169 36 81
b_quark 0 4.18 95.1865 -33 -27 -85 b_quark 0 4.18 230.609 127 53 185
b_quark 0 4.18 110.011 -63 90 4 b_quark 0 4.18 181.795 146 -30 -104
b_quark 0 4.18 177.34 72 142 -78 b_quark 0 4.18 141.133 -37 -134 24
b_quark 0 4.18 72.5705 -57 8 44 b_quark 0 4.18 163.498 47 -72 -139
W+ 1 80.4 164.153 49 -105 84 W- 1 80.4 155.387 -66 115 -10
b_quark 0 4.18 109.451 -63 53 -72 b_quark 0 4.18 160.572 41 -71 138
b_quark 0 4.18 121.32 56 -99 42 b_quark 0 4.18 202.283 -64 186 -47
b_quark 0 4.18 181.512 -117 122 66 b_quark 0 4.18 201.741 144 -139 25
b_quark 0 4.18 144.649 36 -59 127 b_quark 0 4.18 163.834 -18 72 -146
b_quark 0 4.18 123.456 -46 -102 52 b_quark 0 4.18 186.063 -25 179 -44
W+ 1 80.4 179.123 31 114 -108 W- 1 80.4 142.542 14 -47 107
tau+ 0 1.78 116.435 44 13 107 tau- 0 1.78 119.688 29 -100 -59
b_quark 0 4.18 171.571 57 -149 63 b_quark 0 4.18 82.4771 -16 65 -48
b_quark 0 4.18 103.09 -97 -25 -24 b_quark 0 4.18 112.816 77 34 -75
b_quark 0 4.18 199.871 -33 149 -129 b_quark 0 4.18 188.721 55 -133 122
b_quark 0 4.18 161.231 -108 -117 25 b_quark 0 4.18 75.3888 28 69 11
W+ 1 80.4 179.928 33 -89 130 W- 1 80.4 196.533 24 132 -119
W+ 1 80.4 148.49 76 -20 -97 W- 1 80.4 238.621 -102 -74 186
tau+ 0 1.78 171.185 -140 -65 -74 tau- 0 1.78 285.904 223 128 125
b_quark 0 4.18 153.184 -94 -76 94 b_quark 0 4.18 150.484 116 46 -84
b_quark 0 4.18 97.193 1 82 52 b_quark 0 4.18 36.5167 2 4 36
b_quark 0 4.18 139.909 50 -79 104 b_quark 0 4.18 170.899 -2 36 -167
b_quark 0 4.18 99.0731 -13 -98 5 b_quark 0 4.18 104.94 -71 73 25
b_quark 0 4.18 140.284 -115 74 -31 b_quark 0 4.18 186.814 75 -171 -4
Z 1 91.2 194.644 128 -63 -96 Z 1 91.2 211.612 -127 -13 142
b_quark 0 4.18 107.03 106 11 9 b_quark 0 4.18 140.237 -98 -98 -21
b_quark 0 4.18 104.978 1 79 -69 b_quark 0 4.18 63.1385 -34 -2 53
b_quark 0 4.18 175.207 140 -66 -82 b_quark 0 4.18 179.729 -72 149 70
b_quark 0 4.18 210.27 -122 -136 104 b_quark 0 4.18 229.984 171 147 -45
Z 1 91.2 180.018 48 -68 -131 Z 1 91.2 212.383 -127 122 76
b_quark 0 4.18 196.218 -144 108 -78 b_quark 0 4.18 256.958 153 -124 165
b_quark 0 4.18 122.297 -49 -107 -33 b_quark 0 4.18 174.847 27 167 44
tau+ 0 1.78 110.509 18 -86 -67 tau- 0 1.78 166.013 -40 161 -6
b_quark 0 4.18 84.1634 -45 0 -71 b_quark 0 4.18 97.9973 24 27 91
b_quark 0 4.18 128.435 -37 -95 -78 b_quark 0 4.18 175.879 -8 174 24
b_quark 0 4.18 130.922 -117 25 -53 b_quark 0 4.18 210.652 206 -36 25
W+ 1 80.4 204.005 117 -27 144 W- 1 80.4 168.006 -85 -61 -104
b_quark 0 4.18 166.645 -146 79 14 b_quark 0 4.18 176.54 139 -92 58
b_quark 0 4.18 141.624 14 -88 110 b_quark 0 4.18 160.955 -110 10 -117
W+ 1 80.4 159.217 -29 -54 -123 W- 1 80.4 261.892 105 127 187
b_quark 0 4.18 86.1015 84 -14 -12 b_quark 0 4.18 143.117 -134 45 22
b_quark 0 4.18 171.074 18 133 -106 b_quark 0 4.18 153.608 -49 -141 36
tau+ 0 1.78 135.533 -61 82 89 tau- 0 1.78 191.225 112 -148 -46
b_quark 0 4.18 192.316 102 80 -142 b_quark 0 4.18 195.447 -105 -66 151
b_quark 0 4.18 135.954 -104 -75 45 b_quark 0 4.18 209.02 132 162 2
b_quark 0 4.18 42.7021 19 -22 -31 b_quark 0 4.18 82.3133 54 -19 -59
b_quark 0 4.18 115.782 -82 -42 70 b_quark 0 4.18 118.788 118 -5 12
W+ 1 80.4 161.883 -70 -91 81 W- 1 80.4 231.56 106 132 -136
b_quark 0 4.18 207.411 132 -147 63 b_quark 0 4.18 193.286 -147 102 -73
b_quark 0 4.18 156.6 -49 -144 37 b_quark 0 4.18 168.993 99 134 -28
tau+ 0 1.78 122.891 -115 5 43 tau- 0 1.78 66.9863 66 8 8
b_quark 0 4.18 119.593 22 60 101 b_quark 0 4.18 206.219 -56 13 -198
W+ 1 80.4 172.969 141 -18 57 W- 1 80.4 145.661 -62 53 -90
W+ 1 80.4 133.26 13 98 -39 W- 1 80.4 216.588 74 -173 71
b_quark 0 4.18 165.004 118 -17 -114 b_quark 0 4.18 204.894 -98 -26 178
b_quark 0 4.18 138.288 9 -95 100 b_quark 0 4.18 132.866 44 52 -114
b_quark 0 4.18 111.007 -104 -20 33 b_quark 0 4.18 109.158 44 41 -91
b_quark 0 4.18 178.831 133 57 -105 b_quark 0 4.18 272.155 -225 25 151
b_quark 0 4.18 177.14 -146 -91 -42 b_quark 0 4.18 147.971 75 122 -37
W+ 1 80.4 142.289 113 23 -22 W- 1 80.4 118.022 -66 47 30
W+ 1 80.4 142.387 3 -101 -60 W- 1 80.4 116.405 -31 70 -35
W+ 1 80.4 116.44 -82 -17 -9 W- 1 80.4 142.486 53 -2 105
b_quark 0 4.18 90.0804 -56 -55 44 b_quark 0 4.18 157.266 93 -21 -125
tau+ 0 1.78 173.367 -84 119 94 tau- 0 1.78 237.967 110 -205 -50
b_quark 0 4.18 157.212 20 -103 117 b_quark 0 4.18 150.806 60 126 -57
W+ 1 80.4 120.711 39 -31 75 W- 1 80.4 134.451 29 94 -44
b_quark 0 4.18 153.279 -8 57 142 b_quark 0 4.18 277.781 43 -140 -236
W+ 1 80.4 165.288 28 134 -46 W- 1 80.4 175.229 -36 -47 144
b_quark 0 4.18 116.908 -37 20 -109 b_quark 0 4.18 98.6533 25 21 93
b_quark 0 4.18 154.52 91 53 113 b_quark 0 4.18 212.989 -21 -35 -209
b_quark 0 4.18 202.868 -149 136 21 b_quark 0 4.18 246.046 178 -161 54
b_quark 0 4.18 140.583 -71 -121 -8 b_quark 0 4.18 180.985 93 155 -8
b_quark 0 4.18 105.207 -91 -51 13 b_quark 0 4.18 113.254 56 32 -93
W+ 1 80.4 145.441 -27 -98 -66 W- 1 80.4 204.329 82 169 1
b_quark 0 4.18 148.042 133 -59 -27 b_quark 0 4.18 76.9381 -45 -31 -54
tau+ 0 1.78 173.405 -101 -124 67 tau- 0 1.78 236.72 82 203 -90
b_quark 0 4.18 177.461 95 135 65 b_quark 0 4.18 174.667 -29 -169 -33
b_quark 0 4.18 167.471 140 -77 50 b_quark 0 4.18 170.946 -138 60 -81
b_quark 0 4.18 174.443 -90 -77 128 b_quark 0 4.18 224.017 111 57 -186
b_quark 0 4.18 101.007 -53 76 40 b_quark 0 4.18 185.479 84 -152 -65
b_quark 0 4.18 124.127 -83 74 55 b_quark 0 4.18 91.3152 90 -10 11
b_quark 0 4.18 174.549 -125 115 40 b_quark 0 4.18 224.329 29 -213 -64
tau+ 0 1.78 196.792 -148 124 -38 tau- 0 1.78 216.569 143 -161 -23
b_quark 0 4.18 163.176 -70 -147 10 b_quark 0 4.18 142.188 18 120 74
b_quark 0 4.18 125.313 19 122 -21 b_quark 0 4.18 79.2116 7 -32 72
b_quark 0 4.18 146.405 98 47 -98 b_quark 0 4.18 223.272 -187 -92 80
tau+ 0 1.78 152.122 -148 35 -3 tau- 0 1.78 179.889 102 -112 97
b_quark 0 4.18 142.729 83 116 3 b_quark 0 4.18 130.102 -76 -102 27
W+ 1 80.4 168.518 -134 -63 -3 W- 1 80.4 255.496 219 97 38
b_quark 0 4.18 167.593 -90 -131 53 b_quark 0 4.18 232.447 153 173 -26
b_quark 0 4.18 148.497 -75 28 -125 b_quark 0 4.18 166.42 97 -37 130
b_quark 0 4.18 154.361 75 131 -32 b_quark 0 4.18 162.885 -29 -157 32
Z 1 91.2 131.676 44 -83 14 Z 1 91.2 174.721 -27 141 -40
b_quark 0 4.18 156.062 -59 144 11 b_quark 0 4.18 83.2795 2 -83 5
b_quark 0 4.18 148.75 112 -94 27 b_quark 0 4.18 191.365 -143 125 23
tau+ 0 1.78 174.669 -99 -137 44 tau- 0 1.78 294.248 183 203 -109
b_quark 0 4.18 71.5435 14 -69 -12 b_quark 0 4.18 107.534 -5 100 39
b_quark 0 4.18 163.378 -57 -35 -149 b_quark 0 4.18 236.724 -40 -39 230
W+ 1 80.4 226.747 142 135 -81 W- 1 80.4 336.301 -152 -233 171
W+ 1 80.4 94.0062 20 38 23 W- 1 80.4 135.813 -76 -38 -69
b_quark 0 4.18 109.318 109 -4 -6 b_quark 0 4.18 192.194 -170 10 -89
b_quark 0 4.18 156.635 -60 -71 -126 b_quark 0 4.18 190.164 154 45 102
tau+ 0 1.78 168.71 10 -134 102 tau- 0 1.78 180.078 30 177 -14
b_quark 0 4.18 159.535 -88 -97 91 b_quark 0 4.18 87.0774 -5 86 -12
b_quark 0 4.18 76.4949 7 -48 -59 b_quark 0 4.18 146.855 -61 128 -38
b_quark 0 4.18 168.806 145 37 -78 b_quark 0 4.18 178.783 -171 -52 1
b_quark 0 4.18 89.3894 -44 66 -41 b_quark 0 4.18 142.911 101 -2 101
b_quark 0 4.18 201.612 146 -135 33 b_quark 0 4.18 168.744 -156 61 20
b_quark 0 4.18 154.235 63 89 109 b_quark 0 4.18 158.273 24 11 -156
b_quark 0 4.18 147.809 146 -17 -15 b_quark 0 4.18 147.971 -89 86 81
b_quark 0 4.18 193.017 123 122 85 b_quark 0 4.18 110.867 -81 -23 -72
b_quark 0 4.18 142.132 -68 94 -82 b_quark 0 4.18 213.512 113 -100 151
tau+ 0 1.78 138.42 -95 -66 76 tau- 0 1.78 73.581 61 -3 -41
b_quark 0 4.18 203.171 -138 136 61 b_quark 0 4.18 140.077 98 -100 0
b_quark 0 4.18 95.6424 56 45 -63 b_quark 0 4.18 22.0788 -5 2 21
b_quark 0 4.18 200.525 -134 6 -149 b_quark 0 4.18 231.152 97 34 207
W+ 1 80.4 141.443 41 25 106 W- 1 80.4 189.045 -41 67 -152
W+ 1 80.4 121.009 -57 63 31 W- 1 80.4 123.564 28 -44 -78
b_quark 0 4.18 212.517 -111 -140 115 b_quark 0 4.18 174.369 13 137 -107
tau+ 0 1.78 202.347 86 -128 -131 tau- 0 1.78 281.569 -157 223 70
W+ 1 80.4 192.798 -141 -101 25 W- 1 80.4 125.75 60 50 -57
W+ 1 80.4 139.833 73 -56 -68 W- 1 80.4 84.5054 14 -9 -20
b_quark 0 4.18 144.598 -61 -131 3 b_quark 0 4.18 180.287 30 169 55
b_quark 0 4.18 172.213 -110 -128 34 b_quark 0 4.18 171.407 77 153 -5
b_quark 0 4.18 75.7791 64 27 -30 b_quark 0 4.18 154.387 -129 11 84
b_quark 0 4.18 152.953 83 -78 -102 b_quark 0 4.18 243.644 -130 102 179
W+ 1 80.4 149.86 93 -81 -28 W- 1 80.4 205.351 -8 179 -60
b_quark 0 4.18 152.287 -143 -42 -31 b_quark 0 4.18 210.731 210 17 1
b_quark 0 4.18 193.544 128 123 -77 b_quark 0 4.18 280.878 -199 -193 45
b_quark 0 4.18 159.363 -41 -87 -127 b_quark 0 4.18 163.155 77 57 132
W+ 1 80.4 111.185 -59 -4 49 W- 1 80.4 189.716 34 84 -146
b_quark 0 4.18 150.487 -68 -86 103 b_quark 0 4.18 204.011 139 49 -141
W+ 1 80.4 151.06 -23 -115 51 W- 1 80.4 135.004 21 85 -64
b_quark 0 4.18 105.221 2 95 -45 b_quark 0 4.18 23.5897 19 -3 13
b_quark 0 4.18 180.062 49 102 140 b_quark 0 4.18 153.735 -75 -6 -134
W+ 1 80.4 158.345 -2 122 61 W- 1 80.4 180.652 -39 -113 -109
b_quark 0 4.18 93.4851 -45 69 -44 b_quark 0 4.18 91.2057 74 -53 4
W+ 1 80.4 196.79 146 85 61 W- 1 80.4 215.335 -166 -82 -75
b_quark 0 4.18 159.804 -60 -92 -116 b_quark 0 4.18 72.8181 -10 -1 72
b_quark 0 4.18 151.418 -34 27 -145 b_quark 0 4.18 128.699 29 -24 123
b_quark 0 4.18 79.74 -41 -6 -68 b_quark 0 4.18 172.961 133 40 103
b_quark 0 4.18 214.155 -128 -106 -135 b_quark 0 4.18 285.467 173 52 221
b_quark 0 4.18 64.1519 32 -35 -43 b_quark 0 4.18 145.697 -29 -40 137
b_quark 0 4.18 68.7348 25 61 -19 b_quark 0 4.18 109.92 -92 -24 55
b_quark 0 4.18 69.5304 26 54 35 b_quark 0 4.18 142.402 -39 28 -134
b_quark 0 4.18 144.549 98 -53 -92 b_quark 0 4.18 118.712 -25 101 57
b_quark 0 4.18 120.857 -11 88 -82 b_quark 0 4.18 96.2677 -40 -45 75
b_quark 0 4.18 161.686 130 93 24 b_quark 0 4.18 242.051 -181 -159 -23
b_quark 0 4.18 165.908 88 -108 90 b_quark 0 4.18 170.782 5 168 -30
W+ 1 80.4 169.877 -56 -103 93 W- 1 80.4 186.647 34 161 -36
b_quark 0 4.18 164.084 -127 61 84 b_quark 0 4.18 172.978 172 8 16
b_quark 0 4.18 164.385 141 -68 50 b_quark 0 4.18 171.766 -126 113 29
b_quark 0 4.18 158.661 -136 -78 -24 b_quark 0 4.18 202.54 100 174 -27
b_quark 0 4.18 142.645 -72 -85 -89 b_quark 0 4.18 131.964 40 121 34
b_quark 0 4.18 134.62 -122 14 55 b_quark 0 4.18 179.567 167 33 -57
b_quark 0 4.18 91.6432 14 -88 21 b_quark 0 4.18 84.5664 -47 70 5
b_quark 0 4.18 160.329 -134 -26 -84 b_quark 0 4.18 252.062 234 -29 89
b_quark 0 4.18 174.237 -8 134 111 b_quark 0 4.18 198.873 91 -164 -66
b_quark 0 4.18 144.598 27 -109 -91 b_quark 0 4.18 171.85 -63 155 39
b_quark 0 4.18 144.088 -112 -46 78 b_quark 0 4.18 195.199 194 -7 -20
b_quark 0 4.18 118.602 -43 -94 58 b_quark 0 4.18 127.779 15 74 -103
b_quark 0 4.18 135.401 18 -46 126 b_quark 0 4.18 129.087 58 31 -111
W+ 1 80.4 162.068 -73 28 -117 W- 1 80.4 152.28 14 -20 127
W+ 1 80.4 154.784 54 -93 -77 W- 1 80.4 135.669 -58 57 73
b_quark 0 4.18 128.66 -86 -58 76 b_quark 0 4.18 87.4212 12 -16 -85
b_quark 0 4.18 121.138 -82 43 78 b_quark 0 4.18 164.184 1 -73 -147
b_quark 0 4.18 118.703 -10 -7 -118 b_quark 0 4.18 88.6142 15 -41 77
W+ 1 80.4 158.89 110 -81 -11 W- 1 80.4 115.647 -31 -18 75
b_quark 0 4.18 177.793 -92 -148 35 b_quark 0 4.18 175.352 93 101 -109
b_quark 0 4.18 112.403 48 92 43 b_quark 0 4.18 81.8931 22 -66 43
W+ 1 80.4 157.166 56 -101 -70 W- 1 80.4 137.059 14 85 70
W+ 1 80.4 127.79 -68 61 -39 W- 1 80.4 154.694 121 -40 35
W+ 1 80.4 135.389 21 -47 -96 W- 1 80.4 155.188 -89 53 83
W+ 1 80.4 175.058 41 150 0 W- 1 80.4 268.317 3 -240 89
b_quark 0 4.18 180.697 80 103 125 b_quark 0 4.18 247.143 -25 -151 -194
b_quark 0 4.18 93.5226 -8 -72 -59 b_quark 0 4.18 126.402 -26 122 -20
b_quark 0 4.18 102.944 -40 66 68 b_quark 0 4.18 124.726 35 -117 -25
W+ 1 80.4 151.017 -93 -42 -77 W- 1 80.4 150.45 117 -49 -9
b_quark 0 4.18 148.914 73 85 98 b_quark 0 4.18 235.836 -156 -104 -143
b_quark 0 4.18 76.7494 39 -16 -64 b_quark 0 4.18 140.237 -134 -37 -18
b_quark 0 4.18 57.7362 -20 54 0 b_quark 0 4.18 92.798 53 36 67
b_quark 0 4.18 160.32 146 20 -63 b_quark 0 4.18 66.5843 -64 -16 8
b_quark 0 4.18 162.15 -57 99 -115 b_quark 0 4.18 186.316 96 -126 98
tau+ 0 1.78 146.83 24 -84 118 tau- 0 1.78 193.12 18 62 -182
b_quark 0 4.18 151.547 58 -108 -89 b_quark 0 4.18 215.895 -108 177 60
b_quark 0 4.18 179.406 -88 77 -136 b_quark 0 4.18 163.213 124 -66 83
b_quark 0 4.18 168.32 -61 -92 -127 b_quark 0 4.18 173.504 75 115 106
b_quark 0 4.18 108.566 89 -2 -62 b_quark 0 4.18 20.1859 -13 10 11
W+ 1 80.4 197.942 88 -77 -138 W- 1 80.4 169.65 -4 -10 149
b_quark 0 4.18 167.995 -91 -18 -140 b_quark 0 4.18 139.726 109 35 80
b_quark 0 4.18 131.508 83 28 -98 b_quark 0 4.18 215.456 -152 -56 142
W+ 1 80.4 107.801 71 4 -10 W- 1 80.4 158.146 -136 -7 1
b_quark 0 4.18 93.346 90 20 14 b_quark 0 4.18 107.798 -75 7 77
b_quark 0 4.18 173.178 -68 70 -143 b_quark 0 4.18 112.763 -27 -88 65
b_quark 0 4.18 201.014 -86 112 -143 b_quark 0 4.18 190.627 14 -85 170
b_quark 0 4.18 104.472 -33 68 72 b_quark 0 4.18 50.9654 -40 -14 -28
b_quark 0 4.18 130.826 21 -4 -129 b_quark 0 4.18 89.3894 79 -24 34
b_quark 0 4.18 55.2763 -42 35 7 b_quark 0 4.18 105.064 74 28 -69
b_quark 0 4.18 141.377 -28 131 -45 b_quark 0 4.18 258.417 100 -221 89
b_quark 0 4.18 150.61 108 -69 79 b_quark 0 4.18 221.658 -175 129 -43
b_quark 0 4.18 120.418 1 -89 -81 b_quark 0 4.18 77.1976 -14 61 45
b_quark 0 4.18 160.008 -68 -120 -81 b_quark 0 4.18 217.466 131 172 23
b_quark 0 4.18 178.209 21 -120 -130 b_quark 0 4.18 181.36 43 152 89
b_quark 0 4.18 152.871 -142 -22 52 b_quark 0 4.18 142.669 55 -44 -124
b_quark 0 4.18 89.6464 -7 89 7 b_quark 0 4.18 208.292 -88 -182 -50
tau+ 0 1.78 131.728 -62 64 -97 tau- 0 1.78 186.43 66 -34 171
b_quark 0 4.18 159.447 -62 -141 -41 b_quark 0 4.18 164.065 50 152 36
b_quark 0 4.18 157.922 -111 51 -100 b_quark 0 4.18 162.168 90 -15 134
tau+ 0 1.78 63.5702 61 11 -14 tau- 0 1.78 165.762 -143 79 28
W+ 1 80.4 205.061 -69 96 147 W- 1 80.4 174.259 50 -129 -69
W+ 1 80.4 191.755 19 88 -149 W- 1 80.4 309.818 -55 -187 227
tau+ 0 1.78 140.443 -110 15 86 tau- 0 1.78 165.566 92 39 -132
b_quark 0 4.18 177.715 -85 -126 92 b_quark 0 4.18 231.867 61 130 -182
b_quark 0 4.18 119.526 36 78 83 b_quark 0 4.18 168.174 51 -160 8
b_quark 0 4.18 150.258 -52 -116 80 b_quark 0 4.18 229.265 38 170 -149
W+ 1 80.4 94.5789 29 22 -34 W- 1 80.4 214.274 -122 -119 102
W+ 1 80.4 189.584 -131 46 101 W- 1 80.4 100.524 40 -45 -4
b_quark 0 4.18 228.767 138 108 -147 b_quark 0 4.18 348.751 -212 -129 245
b_quark 0 4.18 209.939 140 -61 -144 b_quark 0 4.18 254.432 -115 142 177
b_quark 0 4.18 227.806 -145 102 143 b_quark 0 4.18 266.523 99 -140 -204
b_quark 0 4.18 196.338 143 -99 -91 b_quark 0 4.18 200.805 -106 50 163
b_quark 0 4.18 129.817 -31 93 -85 b_quark 0 4.18 147.687 87 -112 41
b_quark 0 4.18 220.451 -135 130 -116 b_quark 0 4.18 203.488 133 -135 74
b_quark 0 4.18 125.377 -10 -109 -61 b_quark 0 4.18 182.835 89 143 71
b_quark 0 4.18 182.533 98 129 -84 b_quark 0 4.18 287.791 -166 -185 145
W+ 1 80.4 166.271 134 -51 25 W- 1 80.4 179.725 -108 117 22
W+ 1 80.4 108.2 59 9 41 W- 1 80.4 170.194 39 55 -134
b_quark 0 4.18 148.75 140 -22 -45 b_quark 0 4.18 190.317 -179 -61 -21
b_quark 0 4.18 90.3519 -36 73 -39 b_quark 0 4.18 157.183 -17 -152 36
b_quark 0 4.18 144.94 133 49 30 b_quark 0 4.18 150.66 -91 0 -120
b_quark 0 4.18 182.391 -2 118 139 b_quark 0 4.18 227.149 -83 -169 -127
b_quark 0 4.18 71.5295 17 29 63 b_quark 0 4.18 145.143 -78 -122 9
b_quark 0 4.18 77.1782 -65 33 -25 b_quark 0 4.18 170.89 157 -44 51
b_quark 0 4.18 156.648 61 8 -144 b_quark 0 4.18 114.623 11 -90 70
b_quark 0 4.18 189.028 129 -92 103 b_quark 0 4.18 293.021 -226 72 -172
b_quark 0 4.18 147.236 120 -69 -50 b_quark 0 4.18 111.546 -24 100 43
b_quark 0 4.18 75.1297 -61 41 15 b_quark 0 4.18 79.7651 -20 -56 -53
b_quark 0 4.18 133.25 -16 -129 29 b_quark 0 4.18 217.229 109 179 57
b_quark 0 4.18 149.955 -144 38 -17 b_quark 0 4.18 191.08 187 39 2
b_quark 0 4.18 121.237 41 -90 70 b_quark 0 4.18 26.2578 -20 4 16
W+ 1 80.4 202.907 59 95 149 W- 1 80.4 288.995 -146 -93 -217
b_quark 0 4.18 162.934 75 -132 59 b_quark 0 4.18 225.214 -132 176 -48
b_quark 0 4.18 151.982 -111 -98 -34 b_quark 0 4.18 112.874 17 97 -55
b_quark 0 4.18 156.561 58 129 -67 b_quark 0 4.18 155.79 -86 -84 99
b_quark 0 4.18 105.813 51 57 -73 b_quark 0 4.18 177.599 -62 -148 76
W+ 1 80.4 210.188 89 105 137 W- 1 80.4 239.907 -27 -121 -189
b_quark 0 4.18 150.872 -99 20 112 b_quark 0 4.18 146.039 113 21 -90
b_quark 0 4.18 190.668 110 -66 -141 b_quark 0 4.18 238.272 -118 136 156
W+ 1 80.4 205.811 115 13 150 W- 1 80.4 268.826 -105 -57 -227
b_quark 0 4.18 48.0257 38 22 19 b_quark 0 4.18 99.8723 -97 -22 8
b_quark 0 4.18 105.846 29 88 -51 b_quark 0 4.18 151.352 61 -80 113
b_quark 0 4.18 114.518 -88 68 27 b_quark 0 4.18 94.5647 34 5 -88
b_quark 0 4.18 195.669 123 -64 -138 b_quark 0 4.18 206.474 -58 -35 195
b_quark 0 4.18 120.488 -12 -100 66 b_quark 0 4.18 147.619 29 22 -143
b_quark 0 4.18 119.543 37 -50 -102 b_quark 0 4.18 79.1926 -78 11 7
b_quark 0 4.18 149.655 -9 43 143 b_quark 0 4.18 113.501 -74 -42 -75
tau+ 0 1.78 125.603 83 -28 -90 tau- 0 1.78 197.393 -172 79 56
W+ 1 80.4 141.429 -29 -59 -96 W- 1 80.4 224.834 87 159 106
b_quark 0 4.18 146.821 41 33 -137 b_quark 0 4.18 114.636 -82 0 80
b_quark 0 4.18 61.8585 11 -58 18 b_quark 0 4.18 75.5941 6 75 -6
b_quark 0 4.18 172.573 82 -48 144 b_quark 0 4.18 194.583 -135 96 -102
b_quark 0 4.18 170.057 10 119 -121 b_quark 0 4.18 177.075 23 -35 172
Z 1 91.2 106.054 53 -11 0 Z 1 91.2 111.957 -26 -25 54
W+ 1 80.4 155.146 131 21 2 W- 1 80.4 127.012 -70 -68 -12
W+ 1 80.4 205.636 -145 -109 -54 W- 1 80.4 253.703 164 171 42
b_quark 0 4.18 201.828 69 -150 116 b_quark 0 4.18 200.438 -151 74 -109
